Fecha;Hora;Clase de Vuelo;Clasificación Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave
2/1/2020;12;Regular                             ;Cabotaje     ;Aterrizaje;SARF;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;12;Regular                             ;Cabotaje     ;Aterrizaje;SAVC;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;12;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZY;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;12;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;12;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;AR-0;SASA;N/A                           ;CESSNA C-152   
2/1/2020;12;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;12;Regular                             ;Cabotaje     ;Aterrizaje;SANT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;12;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SASA;AR-0;N/A                           ;CESSNA C-152   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SCEL;N/A                           ;BOMBARDIER BD-1
2/1/2020;13;Regular                             ;Internacional;Despegue  ;SAEZ;MMMX;Aeroméxico                    ;BOEING B-787   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SADP;SACO;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SABE;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAWC;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;No Regular                          ;Cabotaje     ;Despegue  ;SAEZ;SABE;N/A                           ;EMBRAER E-500  
2/1/2020;13;No Regular                          ;Internacional;Despegue  ;SADF;SUAA;N/A                           ;N/A N/A        
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARP;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAVT;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SBFL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A                           ;BEECHCRAFT BE20
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZS;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZS;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SAZN;SAHZ;N/A                           ;LEARJET LJ-35  
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SAAG;N/A                           ;CESSNA C-150   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SACO;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;AR-0;N/A                           ;BELL Helicópter
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAVT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAZN;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;No Regular                          ;Cabotaje     ;Despegue  ;SAZS;SADF;N/A                           ;CESSNA Citation
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAEZ;SADP;Flybondi                      ;BOEING B-737   
2/1/2020;13;Vuelo Privado con Matrícula Extranje;Cabotaje     ;Aterrizaje;SAVE;SAVE;N/A                           ;AGUSTA Helicópt
2/1/2020;13;No Regular                          ;Cabotaje     ;Aterrizaje;SAEZ;SABE;N/A                           ;EMBRAER E-500  
2/1/2020;13;Regular                             ;Internacional;Despegue  ;SAEZ;LEBL;Iberia Airlines               ;AIRBUS A-330   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A                           ;BEECHCRAFT BE20
2/1/2020;13;Vuelo Privado con Matrícula Nacional;N/A          ;Aterrizaje;N/A ;SARP;N/A                           ;CESSNA C-206   
2/1/2020;13;No Regular                          ;Cabotaje     ;Despegue  ;SAZS;SAZY;N/A                           ;CESSNA C-150   
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SBFL;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAZM;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Internacional;Despegue  ;SAEZ;LSZH;Edelweiss Air                 ;AIRBUS A-340   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAWC;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;No Regular                          ;Cabotaje     ;Aterrizaje;SAZN;SAME;American Jet                  ;FAIRCHILD SW4  
2/1/2020;13;No Regular                          ;Cabotaje     ;Aterrizaje;SADF;SAZY;N/A                           ;PILATUS PC-12  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAVC;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAVE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SASA;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SAZV;N/A                           ;TECNAM P-2006  
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAVT;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SASA;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Internacional;Despegue  ;SAEZ;SBKP;Azul Linhas Aéreas Brasileiras;AIRBUS A-320   
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SLVR;SAEZ;Boliviana de Aviacion         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SABE;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;AR-0;SADF;N/A                           ;BELL Helicópter
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANL;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SADP;SAME;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;13;No Regular                          ;Internacional;Aterrizaje;SULS;SADF;N/A                           ;FAIRCHILD SW4  
2/1/2020;13;Vuelo Privado con Matrícula Extranje;Cabotaje     ;Despegue  ;SAVE;SAVE;N/A                           ;AGUSTA Helicópt
2/1/2020;13;Vuelo Privado con Matrícula Nacional;N/A          ;Despegue  ;SANC;N/A ;N/A                           ;BEECHCRAFT B190
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;No Regular                          ;Cabotaje     ;Aterrizaje;SAZN;SAZN;American Jet                  ;DORNIER DO28   
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SBBR;SAEZ;Gol Transportes Aéreos        ;BOEING B-737   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADM;AR-0;N/A                           ;PIPER PA-38    
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SADP;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZM;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SARI;SASA;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;13;Regular                             ;Internacional;Despegue  ;SAEZ;LEMD;Air Europa                    ;BOEING B-787   
2/1/2020;13;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADM;N/A                           ;CESSNA Citation
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SASA;SADP;Flybondi                      ;BOEING B-737   
2/1/2020;13;Regular                             ;Internacional;Aterrizaje;SULS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;No Regular                          ;Cabotaje     ;Despegue  ;SABE;SAZS;N/A                           ;LEARJET LJ-60  
2/1/2020;13;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;13;No Regular                          ;Cabotaje     ;Despegue  ;SAZM;SAZN;N/A                           ;CESSNA C-182   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADL;N/A                           ;CESSNA C-152   
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SBGR;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAME;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SA16;SAOR;N/A                           ;CESSNA C-172   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAZY;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SABE;SARC;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SACO;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SABE;SUMU;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;No Regular                          ;Internacional;Despegue  ;SAME;SULS;N/A                           ;EMBRAER E-500  
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAZN;SACO;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SPJC;SAEZ;TAM Linhas Aéreas             ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAVY;Andes Líneas Aéreas           ;MCDONNELL DOUGL
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SAAR;SADF;N/A                           ;PIPER PA-28    
2/1/2020;14;No Regular                          ;Internacional;Despegue  ;SABE;SULS;N/A                           ;EMBRAER E-500  
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SULS;N/A                           ;BELL Helicópter
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;KLM                           ;BOEING B-787   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAME;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARP;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SARI;Flybondi                      ;BOEING B-737   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SULS;N/A                           ;BEECHCRAFT BE55
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAWH;SABE;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SADP;SARI;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAVT;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SAEZ;LIRF;Alitalia                      ;BOEING B-777   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAVE;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SBGR;SAME;Gol Transportes Aéreos        ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;No Regular                          ;Cabotaje     ;Despegue  ;SABE;SAAV;N/A                           ;BEECHCRAFT BE90
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;Sky Airline                   ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZM;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SABE;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SASA;SARI;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SACO;Flybondi                      ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SABE;SULS;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAZM;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZY;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SADP;SANE;Flybondi                      ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;Air Canada                    ;BOEING B-777   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SAEZ;EGLL;British Airways               ;BOEING B-777   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SAZS;SAZY;N/A                           ;CESSNA C-150   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAZS;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SAAR;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWC;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;14;No Regular                          ;Internacional;Despegue  ;SADF;SULS;N/A                           ;LEARJET LJ-60  
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZS;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SUAA;SADF;N/A                           ;PIPER PA-32    
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SASA;SABE;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SABE;SANT;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAVC;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Internacional;Aterrizaje;SBGL;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SAWG;SADF;N/A                           ;CESSNA Citation
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SAEZ;LEMD;Iberia Airlines               ;AIRBUS A-340   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAZB;SAWH;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAVT;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Cabotaje     ;Aterrizaje;SAEZ;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Regular                             ;Internacional;Despegue  ;SAEZ;LFPG;Air France                    ;BOEING B-777   
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;14;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SUCA;N/A                           ;BEECHCRAFT BE33
2/1/2020;14;Regular                             ;Cabotaje     ;Despegue  ;SAME;SABE;Norwegian Air Argentina       ;BOEING B-737   
2/1/2020;15;Regular                             ;Internacional;Despegue  ;SAEZ;SBFL;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SA04;N/A                           ;PIPISTREL PIAT 
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SAME;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SACO;SAZS;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARI;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SADP;SARI;JetSMART Airlines             ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAVT;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAME;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Vuelo Privado con Matrícula Nacional;N/A          ;Aterrizaje;N/A ;SASA;N/A                           ;BEECHCRAFT B190
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SANL;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAME;SAEZ;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAZM;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SARC;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Gol Transportes Aéreos        ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SARP;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;No Regular                          ;Cabotaje     ;Aterrizaje;SABE;SAAV;N/A                           ;BEECHCRAFT BE90
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SARI;SACO;Flybondi                      ;BOEING B-737   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;LCP ;SAZY;N/A                           ;CESSNA C-337   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SASA;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAWC;SABE;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Aterrizaje;SAZS;SADF;N/A                           ;CESSNA Citation
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAWC;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SABE;SAZS;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Internacional;Despegue  ;SADF;SUMU;N/A                           ;CESSNA C-172   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAVY;SABE;Andes Líneas Aéreas           ;MCDONNELL DOUGL
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SACO;SADP;Flybondi                      ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZS;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;N/A          ;Despegue  ;SADF;N/A ;N/A                           ;CESSNA C-210   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SACO;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SARI;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAZN;SACO;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADF;N/A                           ;BOMBARDIER CRJ2
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAWH;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAME;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SACO;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Internacional;Despegue  ;SAEZ;SBFL;TAM Linhas Aéreas             ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SAOR;SADM;N/A                           ;CESSNA C-172   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAAR;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Internacional;Despegue  ;SAEZ;SBGL;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SABE;SAZN;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAWH;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SASA;SADP;Flybondi                      ;BOEING B-737   
2/1/2020;15;Regular                             ;Internacional;Aterrizaje;SCEL;SAEZ;LATAM Argentina               ;BOEING B-767   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADM;SADM;N/A                           ;PIPER PA-34    
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAWC;SAWH;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Internacional;Aterrizaje;SBSV;SAEZ;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAVC;SABE;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SARI;SASA;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAVC;SACO;Austral Líneas Aéreas         ;EMBRAER E-190  
2/1/2020;15;Vuelo Privado con Matrícula Nacional;N/A          ;Despegue  ;SARP;N/A ;N/A                           ;CESSNA C-172   
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAZS;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Internacional;Despegue  ;SAEZ;SCEL;Sky Airline                   ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADF;N/A                           ;CESSNA C-182   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SAZY;SABE;Aerolíneas Argentinas         ;BOEING B-737   
2/1/2020;15;Regular                             ;Cabotaje     ;Despegue  ;SARI;SAEZ;LATAM Argentina               ;AIRBUS A-320   
2/1/2020;15;Vuelo Privado con Matrícula Nacional;Cabotaje     ;Despegue  ;SADF;SADF;N/A                           ;PIPISTREL PIVI 
2/1/2020;15;Regular                             ;Cabotaje     ;Aterrizaje;SAZY;SABE;Aerolíneas Argentinas         ;BOEING B-737   
